cs_ID,uv_ID,temps_id,std_ID,lieu_ID,jetons_acquis
0,0,0,0,0,4
0,0,0,1,0,4
0,0,0,2,0,4
0,0,0,3,0,0
0,0,0,4,0,4
0,0,0,5,0,4
0,0,0,6,0,4
0,0,0,7,0,4
0,0,0,8,0,0
0,0,0,9,0,4
0,0,0,10,0,4
0,0,0,11,0,4
0,0,0,12,0,4
0,0,0,13,0,4
0,0,0,14,0,4
0,0,0,15,0,4
0,0,0,16,0,4
0,0,0,17,0,5
0,0,0,18,0,4
0,0,0,19,0,4
0,0,0,20,0,4
0,0,0,21,0,4
0,0,0,22,0,4
0,0,0,23,0,5
0,0,0,24,0,4
0,0,0,25,0,4
0,0,0,26,0,5
0,0,0,27,0,4
0,0,0,28,0,4
0,0,0,29,0,5
0,0,0,30,0,4
0,0,0,31,0,5
0,0,0,32,0,4
0,0,0,33,0,4
0,0,0,34,0,5
0,0,0,35,0,4
0,0,0,36,0,4
0,0,0,37,0,4
0,0,0,38,0,4
0,0,0,39,0,4
0,0,0,40,0,0
0,0,0,41,0,5
0,0,0,42,0,5
0,0,0,43,0,4
0,0,0,44,0,4
0,0,0,45,0,5
0,0,0,46,0,5
0,0,0,47,0,4
0,0,0,48,0,4
0,0,0,49,0,4
0,0,0,50,0,4
0,0,0,51,0,4
0,0,0,52,0,4
0,0,0,53,0,5
0,0,0,54,0,4
0,0,0,55,0,4
0,0,0,56,0,4
0,0,0,57,0,4
0,0,0,58,0,4
0,0,0,59,0,4
0,0,0,60,0,4
0,0,0,61,0,4
0,0,0,62,0,5
0,0,0,63,0,5
0,0,0,64,0,5
0,0,0,65,0,0
0,0,0,66,0,4
0,0,0,67,0,4
0,0,0,68,0,4
0,0,0,69,0,4
0,0,0,70,0,5
0,0,0,71,0,5
0,0,0,72,0,4
0,0,0,73,0,4
0,0,0,74,0,4
0,0,0,75,0,4
0,0,0,76,0,4
0,0,0,77,0,4
0,0,0,78,0,4
0,0,0,79,0,5
0,0,0,80,0,5
0,0,0,81,0,4
0,0,0,82,0,4
0,0,0,83,0,4
0,0,0,84,0,5
0,0,0,85,0,4
0,0,0,86,0,4
0,0,0,87,0,4
0,0,0,88,0,4
0,0,0,89,0,4
0,0,0,90,0,4
0,0,0,91,0,4
0,0,0,92,0,4
0,0,0,93,0,4
0,0,0,94,0,5
0,0,0,95,0,4
0,0,0,96,0,4
0,0,0,97,0,4
0,0,0,98,0,4
0,0,0,99,0,4
0,0,0,100,0,4
0,0,0,101,0,4
0,0,0,102,0,4
0,0,0,103,0,4
0,0,0,104,0,5
0,0,0,105,0,4
0,0,0,106,0,4
0,0,0,107,0,4
0,0,0,108,0,4
0,0,0,109,0,4
0,0,0,110,0,4
0,0,0,111,0,4
0,0,0,112,0,4
0,0,0,113,0,4
0,0,0,114,0,4
0,0,0,115,0,4
0,0,0,116,0,4
0,0,0,117,0,4
0,0,0,118,0,4
0,0,0,119,0,4
0,0,0,120,0,0
0,0,0,121,0,4
0,0,0,122,0,4
0,0,0,123,0,4
0,0,0,124,0,5
0,0,0,125,0,5
0,0,0,126,0,4
0,0,0,127,0,4
0,0,0,128,0,5
0,0,0,129,0,4
0,0,0,130,0,4
0,0,0,131,0,4
0,0,0,132,0,4
0,0,0,133,0,4
0,0,0,134,0,4
0,0,0,135,0,4
0,0,0,136,0,4
0,0,0,137,0,4
0,0,0,138,0,4
0,0,0,139,0,5
0,0,0,140,0,4
0,0,0,141,0,5
0,0,0,142,0,4
0,0,0,143,0,5
0,0,0,144,0,4
0,0,0,145,0,4
0,0,0,146,0,5
0,0,0,147,0,5
0,0,0,148,0,4
0,0,0,149,0,4
0,0,0,150,0,4
0,0,0,151,0,4
0,0,0,152,0,4
0,0,0,153,0,4
0,0,0,154,0,5
0,0,0,155,0,4
0,0,0,156,0,0
0,0,0,157,0,0
0,0,0,158,0,4
0,0,0,159,0,4
0,0,0,160,0,4
0,0,0,161,0,4
0,0,0,162,0,5
0,0,0,163,0,4
0,0,0,164,0,4
0,0,0,165,0,4
0,0,0,166,0,5
0,0,0,167,0,4
0,0,0,168,0,4
0,0,0,169,0,4
0,0,0,170,0,5
0,0,0,171,0,4
0,0,0,172,0,5
0,0,0,173,0,5
0,0,0,174,0,4
0,0,0,175,0,4
0,0,0,176,0,4
0,0,0,177,0,5
0,0,0,178,0,0
0,0,0,179,0,4
0,0,0,180,0,4
0,0,0,181,0,4
0,0,0,182,0,0
0,0,0,183,0,4
0,0,0,184,0,5
0,0,0,185,0,5
0,0,0,186,0,4
0,0,0,187,0,4
0,0,0,188,0,4
0,0,0,189,0,4
0,0,0,190,0,0
0,0,0,191,0,4
0,0,0,192,0,4
0,0,0,193,0,4
0,0,0,194,0,4
1,0,0,0,0,4
1,0,0,1,0,4
1,0,0,2,0,4
1,0,0,3,0,4
1,0,0,4,0,4
1,0,0,5,0,0
1,0,0,6,0,5
1,0,0,7,0,4
1,0,0,8,0,4
1,0,0,9,0,4
1,0,0,10,0,4
1,0,0,11,0,4
1,0,0,12,0,4
1,0,0,13,0,0
1,0,0,14,0,4
1,0,0,15,0,4
1,0,0,16,0,4
1,0,0,17,0,4
1,0,0,18,0,4
1,0,0,19,0,5
1,0,0,20,0,0
1,0,0,21,0,4
1,0,0,22,0,4
1,0,0,23,0,4
1,0,0,24,0,4
1,0,0,25,0,4
1,0,0,26,0,5
1,0,0,27,0,4
1,0,0,28,0,4
1,0,0,29,0,4
1,0,0,30,0,4
1,0,0,31,0,4
1,0,0,32,0,4
1,0,0,33,0,4
1,0,0,34,0,4
1,0,0,35,0,4
1,0,0,36,0,4
1,0,0,37,0,4
1,0,0,38,0,4
1,0,0,39,0,4
1,0,0,40,0,4
1,0,0,41,0,5
1,0,0,42,0,4
1,0,0,43,0,4
1,0,0,44,0,4
1,0,0,45,0,5
1,0,0,46,0,5
1,0,0,47,0,4
1,0,0,48,0,4
1,0,0,49,0,4
1,0,0,50,0,4
1,0,0,51,0,0
1,0,0,52,0,4
1,0,0,53,0,4
1,0,0,54,0,4
1,0,0,55,0,4
1,0,0,56,0,4
1,0,0,57,0,4
1,0,0,58,0,4
1,0,0,59,0,5
1,0,0,60,0,4
1,0,0,61,0,4
1,0,0,62,0,5
1,0,0,63,0,4
1,0,0,64,0,4
1,0,0,65,0,4
1,0,0,66,0,4
1,0,0,67,0,4
1,0,0,68,0,4
1,0,0,69,0,4
1,0,0,70,0,4
1,0,0,71,0,4
1,0,0,72,0,4
1,0,0,73,0,4
1,0,0,74,0,4
1,0,0,75,0,4
1,0,0,76,0,4
1,0,0,77,0,4
1,0,0,78,0,4
1,0,0,79,0,4
1,0,0,80,0,4
1,0,0,81,0,4
1,0,0,82,0,4
1,0,0,83,0,4
1,0,0,84,0,5
1,0,0,85,0,4
1,0,0,86,0,4
1,0,0,87,0,4
1,0,0,88,0,4
1,0,0,89,0,4
1,0,0,90,0,4
1,0,0,91,0,4
1,0,0,92,0,4
1,0,0,93,0,4
1,0,0,94,0,5
1,0,0,95,0,4
1,0,0,96,0,4
1,0,0,97,0,4
1,0,0,98,0,4
1,0,0,99,0,4
1,0,0,100,0,4
1,0,0,101,0,4
1,0,0,102,0,4
1,0,0,103,0,4
1,0,0,104,0,4
1,0,0,105,0,5
1,0,0,106,0,4
1,0,0,107,0,4
1,0,0,108,0,4
1,0,0,109,0,4
1,0,0,110,0,4
1,0,0,111,0,4
1,0,0,112,0,4
1,0,0,113,0,4
1,0,0,114,0,4
1,0,0,115,0,0
1,0,0,116,0,4
1,0,0,117,0,4
1,0,0,118,0,4
1,0,0,119,0,4
1,0,0,120,0,4
1,0,0,121,0,4
1,0,0,122,0,4
1,0,0,123,0,4
1,0,0,124,0,4
1,0,0,125,0,5
1,0,0,126,0,4
1,0,0,127,0,4
1,0,0,128,0,4
1,0,0,129,0,4
1,0,0,130,0,0
1,0,0,131,0,4
1,0,0,132,0,4
1,0,0,133,0,4
1,0,0,134,0,4
1,0,0,135,0,4
1,0,0,136,0,4
1,0,0,137,0,4
1,0,0,138,0,4
1,0,0,139,0,5
1,0,0,140,0,4
1,0,0,141,0,5
1,0,0,142,0,4
1,0,0,143,0,5
1,0,0,144,0,4
1,0,0,145,0,4
1,0,0,146,0,5
1,0,0,147,0,5
1,0,0,148,0,0
1,0,0,149,0,4
1,0,0,150,0,4
1,0,0,151,0,4
1,0,0,152,0,5
1,0,0,153,0,0
1,0,0,154,0,4
1,0,0,155,0,4
1,0,0,156,0,0
1,0,0,157,0,4
1,0,0,158,0,4
1,0,0,159,0,4
1,0,0,160,0,4
1,0,0,161,0,4
1,0,0,162,0,4
1,0,0,163,0,4
1,0,0,164,0,4
1,0,0,165,0,4
1,0,0,166,0,5
1,0,0,167,0,4
1,0,0,168,0,4
1,0,0,169,0,4
1,0,0,170,0,5
1,0,0,171,0,4
1,0,0,172,0,5
1,0,0,173,0,4
1,0,0,174,0,4
1,0,0,175,0,4
1,0,0,176,0,4
1,0,0,177,0,5
1,0,0,178,0,0
1,0,0,179,0,4
1,0,0,180,0,4
1,0,0,181,0,4
1,0,0,182,0,0
1,0,0,183,0,4
1,0,0,184,0,5
1,0,0,185,0,5
1,0,0,186,0,4
1,0,0,187,0,4
1,0,0,188,0,4
1,0,0,189,0,4
1,0,0,190,0,4
1,0,0,191,0,4
1,0,0,192,0,4
1,0,0,193,0,4
1,0,0,194,0,4
2,1,1,6,0,5
2,1,1,42,0,5
2,1,1,71,0,0
2,1,1,96,0,5
2,1,1,98,0,5
2,1,1,99,0,5
2,1,1,101,0,5
2,1,1,103,0,5
2,1,1,107,0,5
2,1,1,112,0,5
2,1,1,114,0,5
2,1,1,119,0,5
2,1,1,120,0,5
2,1,1,121,0,5
2,1,1,129,0,5
2,1,1,149,0,5
2,1,1,154,0,5
2,1,1,165,0,5
2,1,1,166,0,5
2,1,1,168,0,5
2,1,1,170,0,5
2,1,1,174,0,5
2,1,1,176,0,5
3,0,0,0,0,4
3,0,0,1,0,4
3,0,0,2,0,4
3,0,0,3,0,4
3,0,0,4,0,0
3,0,0,5,0,4
3,0,0,6,0,5
3,0,0,7,0,4
3,0,0,8,0,4
3,0,0,9,0,4
3,0,0,10,0,4
3,0,0,11,0,5
3,0,0,12,0,4
3,0,0,13,0,4
3,0,0,14,0,4
3,0,0,15,0,4
3,0,0,16,0,5
3,0,0,17,0,5
3,0,0,18,0,4
3,0,0,19,0,0
3,0,0,20,0,4
3,0,0,21,0,4
3,0,0,22,0,4
3,0,0,23,0,5
3,0,0,24,0,4
3,0,0,25,0,4
3,0,0,26,0,5
3,0,0,27,0,4
3,0,0,28,0,4
3,0,0,29,0,5
3,0,0,30,0,5
3,0,0,31,0,4
3,0,0,32,0,4
3,0,0,33,0,4
3,0,0,34,0,4
3,0,0,35,0,4
3,0,0,36,0,4
3,0,0,37,0,4
3,0,0,38,0,4
3,0,0,39,0,4
3,0,0,40,0,4
3,0,0,41,0,5
3,0,0,42,0,4
3,0,0,43,0,5
3,0,0,44,0,4
3,0,0,45,0,5
3,0,0,46,0,5
3,0,0,47,0,4
3,0,0,48,0,4
3,0,0,49,0,4
3,0,0,50,0,4
3,0,0,51,0,4
3,0,0,52,0,4
3,0,0,53,0,4
3,0,0,54,0,4
3,0,0,55,0,4
3,0,0,56,0,4
3,0,0,57,0,4
3,0,0,58,0,0
3,0,0,59,0,5
3,0,0,60,0,4
3,0,0,61,0,4
3,0,0,62,0,5
3,0,0,63,0,4
3,0,0,64,0,4
3,0,0,65,0,4
3,0,0,66,0,4
3,0,0,67,0,4
3,0,0,68,0,4
3,0,0,69,0,4
3,0,0,70,0,5
3,0,0,71,0,4
3,0,0,72,0,4
3,0,0,73,0,4
3,0,0,74,0,4
3,0,0,75,0,4
3,0,0,76,0,4
3,0,0,77,0,4
3,0,0,78,0,4
3,0,0,79,0,5
3,0,0,80,0,5
3,0,0,81,0,4
3,0,0,82,0,4
3,0,0,83,0,5
3,0,0,84,0,5
3,0,0,85,0,4
3,0,0,86,0,4
3,0,0,87,0,4
3,0,0,88,0,4
3,0,0,89,0,4
3,0,0,90,0,5
3,0,0,91,0,4
3,0,0,92,0,4
3,0,0,93,0,4
3,0,0,94,0,5
3,0,0,95,0,4
3,0,0,96,0,4
3,0,0,97,0,4
3,0,0,98,0,4
3,0,0,99,0,4
3,0,0,100,0,4
3,0,0,101,0,4
3,0,0,102,0,4
3,0,0,103,0,5
3,0,0,104,0,5
3,0,0,105,0,5
3,0,0,106,0,4
3,0,0,107,0,4
3,0,0,108,0,5
3,0,0,109,0,4
3,0,0,110,0,4
3,0,0,111,0,4
3,0,0,112,0,4
3,0,0,113,0,4
3,0,0,114,0,4
3,0,0,115,0,0
3,0,0,116,0,4
3,0,0,117,0,4
3,0,0,118,0,4
3,0,0,119,0,5
3,0,0,120,0,4
3,0,0,121,0,4
3,0,0,122,0,4
3,0,0,123,0,4
3,0,0,124,0,0
3,0,0,125,0,5
3,0,0,126,0,4
3,0,0,127,0,4
3,0,0,128,0,4
3,0,0,129,0,4
3,0,0,130,0,4
3,0,0,131,0,4
3,0,0,132,0,4
3,0,0,133,0,4
3,0,0,134,0,4
3,0,0,135,0,4
3,0,0,136,0,4
